App,Lingua,Valutazione,Utente,Data,Recensione
KitchenPal,EN,4,A Google user,2020-03-27 16:26:43,"I've been searching for a while to find a simple app tracking quantity, expiry dates, with different units of measurement and clean UI. The visual of this app is just stunning. This is the answer!!! Updated the reviews according to developer's reply. Could improve by letting users modify quantity and unit of measures for already existing product."
KitchenPal,EN,5,A Google user,2020-03-18 20:11:32,"Easy to use app that allows me to prepare my daily calories so I can go on my fat loss journey, better than My Fitness Pal"
KitchenPal,EN,5,A Google user,2020-03-15 07:13:27,Nice
KitchenPal,EN,5,A Google user,2020-03-13 14:15:59,Wonderful app. Unique & superb!
KitchenPal,EN,5,A Google user,2020-03-13 10:53:02,Very useful
KitchenPal,EN,5,A Google user,2020-03-13 09:40:26,excellent
KitchenPal,EN,5,A Google user,2020-03-12 03:07:18,It has all that you need to be a Chef. You can make a dish that you always enjoyed and also know if it meets your dietary restrictions. Very interesting and ingenious.
KitchenPal,EN,5,A Google user,2020-03-11 17:33:59,Very innovative and thoughtful!!
KitchenPal,EN,5,A Google user,2020-03-11 14:12:20,"Very helpful, innovative and hassle free. Would love to use it more often"
KitchenPal,EN,5,A Google user,2020-03-11 13:43:30,"Loved it. It helps you to manage your kitchen very well, even tells you the expiry dates. New recipes are worth trying. Really helpful. Excellent."
KitchenPal,EN,5,A Google user,2020-03-11 13:42:03,"It is a very good app to get healthy food. Saves food, saves money, and saves space."
KitchenPal,EN,5,A Google user,2020-03-11 11:42:15,Very helpful to plan your purchses and full utilisation of available material.
KitchenPal,EN,5,A Google user,2020-03-11 11:19:38,"A unique app that alerts you before expiry of your products in the fridge,and helps to find a recepi of your choice which could be cooked with the ingredients that are available with you . Handy and futuristic"
KitchenPal,EN,5,A Google user,2020-03-02 16:57:36,Superb app for kitchon
KitchenPal,EN,5,A Google user,2020-03-01 08:40:27,"When it comes to cooking your own food... We always think of our mom and wonder how they organize their fridge and how jugadu they are... This app is for us ""millennials""😅. It's just like playing and meanwhile planning the meals and organising the kitchen. Super happy"
KitchenPal,EN,5,A Google user,2020-02-27 12:32:15,"Awesome application! Just love it! I can even track my expiry date, it is soooo useful!"
KitchenPal,EN,5,A Google user,2020-02-26 04:37:50,Excellent
KitchenPal,EN,5,A Google user,2020-02-26 00:25:18,Very nic app
KitchenPal,EN,5,A Google user,2020-02-25 18:08:50,"Splendid, something unique n very helpfull to manage kitchen and for trying healthy recipes"
KitchenPal,EN,5,A Google user,2020-02-25 17:00:21,Great and practical would love more details without having to get premium but I like it
KitchenPal,EN,2,A Google user,2019-08-15 01:44:49,"After scanning all the things in my kitchen it now wants me to pay just to be able to subtract what Ive used. I guess I have ""too many"" spices. recipe section isnt working at all. looking for a new app asap."
KitchenPal,EN,2,A Google user,2019-08-13 22:05:07,"I got all the way through my pantry only to find out I can only manage a certain limit. When that limit has been hit, I have to buy premium or unlock the products. I was looking for an app that would make it easier to manage my food so I don't over buy. This is inconvenient considering I can't delete a certain product after using it. It also won't let you put a certain number of items. like canned goods for example. I can not put that I have multiple of this one thing. Deleting this app ☹"
KitchenPal,EN,2,A Google user,2019-08-08 16:51:52,"I just started using the app, and I've hit quite a few issues, as listed below 1) New/created ingredients won't save 2) I can't change inaccurate information for food I scan 3) There's neither an option to name a quantity of a product nor a level of a single ingredient (full, half, etc.) 4) Maybe I don't have enough ingredients, but I can't figure out how to use the smart cooking feature for what I have in stock 5) Everything is in grams and such, so I don't have a real concept of what's left"
KitchenPal,EN,5,A Google user,2019-08-05 19:58:45,loved the ability to do so much more with my kitchen and to be a lot more creative with what i cook. definitely recommend strongly to everyone
KitchenPal,EN,4,A Google user,2019-08-05 19:33:03,"Helpful App and seems easy to use. Only thing I would say to watch out for is that the app likes to try and help advise if a recipe would be healthy for you or not... I laughed a lot when the app suggested that a portion of some grated carrots ""may be a little heavy"" to have for my dinner."
KitchenPal,EN,1,A Google user,2019-07-31 15:37:52,something went wrong every time. .... annoying
KitchenPal,EN,1,A Google user,2019-07-28 21:10:41,"i added about half my stuff but now it won't add anymore, keeps freezing, and i paid for pro. I'm mad and going to uninstall and i wish i had my money back. now i have to find a different app and rescan all the things."
KitchenPal,EN,5,A Google user,2019-07-27 12:15:02,Love the gaming look and feel! Fun way to plan meals!
KitchenPal,EN,4,A Google user,2019-07-26 01:06:37,"So far, I'm enjoying it. Another category for canned goods could be handy. I really like that I can set it to how many people I typically cook for."
KitchenPal,EN,5,A Google user,2019-07-25 21:59:16,Started using it. Super helpful.
NoWaste,IT,2,Muffin [C-Side],2026-02-04 10:54:32,"ha del potenziale ma il database alimenti è davvero molto scarno, e la consultazione ancora macchinosa"
NoWaste,IT,1,Dario Ventre,2025-10-28 08:45:30,completamente inutile. non ti avvisa delle scadenze
NoWaste,IT,2,Nicoletta Mariani,2025-10-13 23:38:14,"Potenzialmente è utilissima, ma non mi funzionano le notifiche di avvicinamento data di scadenza quindi in pratica non serve a nulla"
NoWaste,IT,2,Andrea,2023-08-03 09:34:54,"Buona idea, realizzata male. Lo scanner dei codici a barre funziona una volta ogni dieci prodotti. E non posso fare aumentate il database associando manualmente informazioni al codice a barre scansionato. Considerato quel che costa, boh, tanto vale usare le note e guardarle di tanto in tanto"
NoWaste,IT,5,Bruno Manzini,2022-05-02 08:37:17,"Finalmente posso sapere che alimenti e medicinali ho a casa, con le scadenze. Utilissima. Spero che si diffonda nei negozi, così facendo la spesa carica automaticamente i prodotti nel mio database. Significa risparmiare. Geniali i creatori, grazie!"
NoWaste,EN,1,C Johnstone,2026-08-03 15:19:15,need to be able to upload inventory initial set up. also each item takes up so much room on the screen that you have to do alot of scrolling to see everything. not much AI is used in getting set up which i thought there was
NoWaste,EN,1,Glenn Brensinger,2026-06-13 01:10:46,The biggest waste was my time. Every time I tried to do anything it popped up a screen telling me to pay for it. I don't mind paying for an app if it's worth the time but this app is definitely not.
NoWaste,EN,1,Dylan Lalonde,2026-05-22 22:00:15,"What a waste of time. It does not have anything prearranged. You need to add how many milligrams of lunch meat you're adding, the amount of calories, and everything down to the minute detail of what you are adding. For example, I added my butter and then it's telling me it expires in one day, and my milk expires in one day as well. This app is useless and frustrating. One star, and I will not be downloading it again. Save your time and get an actual grocery app or a piece of paper"
NoWaste,EN,4,amarek,2026-01-18 09:31:55,Expiration date never correct when scanning
NoWaste,EN,4,Darren Marsh,2025-08-11 04:28:02,"Bit fiddly at first. But once you get the hang of it, it's pretty handy. Would help if there was a back button on the bottom."
NoWaste,EN,1,Conrad Berube,2025-07-31 20:56:57,"as soon as I subscribed to the database for scanning the app won't scan anything anymore. uninstalled, reinstalled, cleared cache, cleared storage, logged in and out, rebooted phone, wasted $10 and no refund available after just 4 minutes of use. very upset."
NoWaste,EN,1,Jasmine Hunt,2025-07-27 23:59:22,doesn't recognise any barcodes
NoWaste,EN,4,Eduardo Trevizani,2025-07-26 01:45:56,"It's a good start, but it's pretty janky. I really wish they'd let us just write the numbers instead of going through a slider. Also, the barcode scanner worked for very few things, but it's supposedly much better on the Pro version. I'd be more inclined to pay if I knew what's available in that other database."
NoWaste,EN,1,Nick,2025-06-11 23:50:48,"Barcode scanner works 50% of the time, the database has little to no information when it does find the item. Lists everything as expired by defaulting the expiry to today. Feels like it was designed by someone that has never tested the app in the real world. UI is clunky and does not utilise the Android navigation bar. At this point I stopped using the app and requested a refund for the £28.49 purchase price."
NoWaste,EN,5,Lame Catz,2025-06-03 02:08:30,"This app is so minimalistic, easy to navigate through, and also have shopping list in it. It's usable for free, and if you come to love it, they have lifetime premium available, which is a huge plus for me."
NoWaste,EN,1,lindsy marshall,2025-05-11 09:31:30,I had this on the iPhone and it worked great but there's a giant grey box in the middle of my screen and I can't scroll
NoWaste,EN,1,Leigh Higgins,2025-01-19 15:11:47,No barcode scan option
NoWaste,EN,4,Shahin Patel,2024-02-18 19:04:26,"NoWaste app excels in simplifying waste management with its user-friendly interface, customizable categories, and robust tracking features. Its notification system, data analytics, and integration with sustainability goals make it a standout tool for organized and eco-friendly waste disposal. The app needs some improvement specifically with scanning system."
NoWaste,EN,4,Sparkles Blood,2023-09-09 23:45:11,I like this app a lot. Sometimes when I'm adding things it randomly places it in the wrong list which is frustrating and it often gives automatically the expiry date today. But it's good. I like to be able to see what I have and be able to find it. I'd love to see an additional list for meal plans so I don't need two apps. The scan function is such a time saver. Overall really great.
NoWaste,EN,1,Jason Smith,2023-08-26 17:32:41,Can't use without account but can't sign up for an account says my email is empty!
NoWaste,EN,1,Vlado Sisák,2023-08-24 15:28:32,"Well, i tried to add all my different kind os items in house, after 500 items tells me , buy pro version .... quickly DELETED and find another one FREE with basic usage......"
NoWaste,EN,3,andrequino40,2023-08-18 16:54:39,"Doesn't let me sign up says email is incorrect, apped looked promising"
NoWaste,EN,3,Leila Oumou,2023-08-15 17:37:22,It's supposed to show meal planning. But I can't find the button for meal planning
NoWaste,EN,4,david5noel,2023-04-05 02:24:39,The only thing I wish it would be able to have is a better inventory for the scans.
NoWaste,EN,1,Sean Magner,2023-03-01 21:01:45,Not intuitive to use. Couldn't easily see how to add items. Discovered a write button. Strange name to use. Couldn't figure out how to delete items. At that point I uninstalled it.
NoWaste,EN,2,Eleanor Swartz,2022-12-19 23:26:23,Overly complicated and confusing.
NoWaste,EN,1,Paul Daugereau,2022-11-27 23:40:16,"Where did my food lists go?? I had some 350+ food items that i meticulously added so i wouldn't buy repeats of products and it still shows that i have that many items in my pantry, but doesn't pull them up in the list. I've tried uninstalling and reinstalling, restarting my phone, restarting the app, nothing is working. I could have accomplished this with a spreadsheet and it would have been more secure. I've been paying for the full subscription this entire time too. Hours wasted."
NoWaste,EN,1,Anthony,2022-11-11 01:46:15,Interface too complicated
NoWaste,EN,1,......,2022-09-03 20:47:09,"Why is nobody able to make the scanning/ inventory process streamlined? Why so many unnecessary steps? Why do I have to press edit, then again edit quantity, then amount, then type, then back for scanning the next item. Is nobody seeing how tedious this is when you start the inventory? Why not scan, quantity, done. Let me edit it later. Also why is there no picture option if the product is unrecognized? Scan, quantity, title, picture, done. Why is 'expires today' the default?"
NoWaste,EN,3,jaybee,2022-09-01 22:44:04,"Beats the competition in many regards, but the fact that it's locked to fullscreen is a glaring and incredibly annoying issue. The new update that adds a page for food sustainability is also a nice sentiment, but adds unnecessary bloat to the app. I'd love to see a dark mode and Assistant shopping list integration, that would really make this app the best if the best."
NoWaste,EN,4,Profitroll,2022-08-08 09:56:38,"General experience is fine. Easy to use, great design, enough features. However I have a few suggestions. First of all – ability to disable fullscreen mode. It's kinda nice and immersive feeling, however sometimes you really need your status bar. Then I'd recommend creating a ""quick switch"" between inventories. Slide left-right on a panel to switch, for example. And last but not the least – dark mode. It's a standard nowadays to have a dark theme and sometimes also black theme. Good for 🔋& 👀"
NoWaste,EN,1,AJ J,2022-05-20 17:41:22,Rubbish can't register as keeps saying email is wrong
NoWaste,EN,1,Debbie Pollard,2022-03-19 19:15:56,"At 1st glance looks great but I loaded this app, registered and it keeps telling me I have an invalid email or missing address. I have NEITHER. It's the same email I've had since email began and email/ password was accepted when registered. I live in USA- Does that have something to do with that? Contact me please."
NoWaste,EN,1,Sheila Bullock,2022-02-28 08:40:01,Can't see half the app and will not let me register to even sign in.
NoWaste,EN,1,Nils Hoyer,2022-02-17 14:43:09,"Tanken er god, men app'en er ufatteligt rodet og besværlig at bruge."
NoWaste,EN,1,Abigail Long,2022-02-11 16:20:53,Awful I scanned and had to edit all the use by dates as there scanning wrong and then when I try to view a list it says there at 71 uncategorized foods so I pull the list and it says no items in list yet there's 71 I want a refund I spent my whole day scanning everything for nothing
NoWaste,EN,1,Walter M. Hagemann,2021-10-22 03:37:42,Registration is required to use the app.
NoWaste,EN,1,Felicitas Egli,2021-08-29 14:17:58,App doesn't open. I already have it on my iPad and I really enjoy using it but it's not opening on my phone.
NoWaste,EN,1,Ludicrouspeeds,2021-08-29 02:58:36,App does not open on Samsung S10E.
NoWaste,EN,5,Rolando Zavaleta Pomar,2021-08-16 17:55:55,I tried different apps and I think at the moment that one is the best one. Really easy and clean to manage. I would like to add more categories and manage the amount manually but I can't complain for the value of it.
NoWaste,EN,1,Jason Smith,2021-08-08 18:56:42,Selected UK/GB database.. Out of 29 items in my fridge It only Recognised ONE ITEM! Also HATE the forced full screen meaning I keep typing wrong letters as it gets rid of navigation bar which also makes it VERY HARD to quit the app
NoWaste,EN,4,Asna Ayub,2021-07-02 02:32:30,"The sorting feature in the app that lets you sort the food items according to expiry dates is particularly helpful to avoid wastage. The app also has a lot of recommendations to choose from which makes adding new items easy. However, the scanning feature did not identify most of the items I had at home and I had to manually enter the expiry dates of each item. Overall, the app helped in keeping track of my food inventory and I intend to keep using it."
NoWaste,EN,1,No One,2021-06-12 19:30:59,Needs registration.
NoWaste,EN,1,NA NA,2021-06-12 18:31:34,Needs registration.
NoWaste,EN,1,Dakota Akins,2021-05-03 20:54:55,It doesn't scan anything if you don't pay for the membership. But if you have an apple product you can for free. Bogus
NoWaste,EN,2,Giovanni Stefani,2021-03-09 03:55:33,"Needs some improvement: 1. Can't add your own packaging, 2. Can't add locations, 3. Database punctuation, every word should be capitalized, 4. Expiration should follow US standard, not European. 5. Can't exit app due to full screen mode."
NoWaste,EN,2,Dmitriy Burykin,2021-03-06 12:56:55,"Forced full-screen! After starting, the App goes in full screen mode automatically. There is no way to change this. The full screen mode in the system is off. I have to slide from the bottom of the screen to get to my control buttons. Pretty irritating! Please fix it ASAP! I have bought a subscription and I want to enjoy the app."
NoWaste,EN,5,Baris Falk Coskun,2021-02-04 09:39:11,"Finally! I have used this app on my iPhone, but due to a broken rear camera, I couldn't use the scanning feature. Well I could, but the front camera is much more difficult to use, when you cannot see the screen. I have been waiting for the Android app for some time, and now it is finally here! The scanner makes it much more convenient, and also faster to add items to your inventory. However, I wished that it would also provide the item's brand name, but that is a trivial detail. Love the idea!"
BestBefore,IT,4,Mar Pog,2024-09-13 19:09:52,"Molto pratico, comodissima la voce posizione."
BestBefore,IT,5,Fabio Vignoni,2024-06-03 17:45:56,App ok ma non ci sono più prodotti
BestBefore,IT,4,Fabrizio Ceravolo,2023-10-16 16:41:47,App crash when entered into settings or account Fixed!!! 😎 Thank you for support this app 🫶
BestBefore,IT,1,Natacha,2022-09-18 13:34:49,"Non funziona più, ha scombinato tutto il database dopo aver perso un giorno per catalogare tutta la roba stipata in cantina... Sincronizzazione funziona malissimo, oggetti che esistono in un dispositivo e non nell'altro"
BestBefore,IT,1,Ego Fleming,2022-08-21 13:16:47,No scanbar
BestBefore,IT,4,Tiziano Zanelli,2022-06-21 12:40:06,Useful and simple app. But it would be the best if it were possible to choose your own language to optimize use. In this case the Italian.
BestBefore,IT,4,Helen Scartezzini,2021-12-27 07:39:31,Potete aggiungere la lingua italiana?
BestBefore,IT,4,Anastasia Cuffari,2021-04-09 11:07:11,Bella app!!! Ma manca la possibilità di scegliere le lingue!!!
BestBefore,IT,5,gianluca Rametta,2020-12-09 18:56:20,La sto provando ma devo dire che e veramente ottima
BestBefore,IT,5,Antonio Tallarico,2020-08-12 11:39:13,Very good
BestBefore,IT,2,Un utente Google,2019-04-30 16:08:21,"I can't set a product as ""opened"". That is the feature that made me choose this app over the competitors, but I can't use it."
BestBefore,IT,4,Un utente Google,2018-10-31 10:43:47,Very good app! 5 stars when cloud sync is available :)
BestBefore,IT,4,Un utente Google,2018-04-26 13:59:56,"Ottima in tutto. Manca però la possibilità di effettuare backup e restore 
dei dati."
BestBefore,IT,3,Un utente Google,2018-03-31 22:40:22,Unable to sync data with cloud in order to have always the app updated on each device or new device. It is not allowed to set an expire date over 2020 (Max is 999 days)
BestBefore,IT,3,Un utente Google,2017-12-12 12:49:35,I can't believe it... Only since 6 September 2020?? This app will expire? I have a product that expires in November 2020. What can I do?
BestBefore,EN,4,J L,2026-07-01 17:29:58,"It's better if the product could be duplicated. As some products belong to the same category and location. If products can be duplicated, it can avoid re-entering some information."
BestBefore,EN,3,Jonathan Bunce,2026-06-26 10:35:30,Doesn't seem to be a way to allow for items that are well within their best before but have a use within X days of opening
BestBefore,EN,5,Amber Smith,2026-04-18 06:57:22,Super useful especially for stored supplies (emergency supplies).
BestBefore,EN,1,kyle cloud,2026-04-08 19:51:39,still doesn't tell me when something is expired tells me all kinds of other B's but the expiration date so this app is trash also
BestBefore,EN,5,Alex T,2026-03-25 02:59:48,It is the best inventory system I have ever used.
BestBefore,EN,5,Jose Santos,2026-02-16 19:25:16,"Great app with cloud sync for sharing lists with family and friends. So far it works great, could use some features and some polish but overall it's super helpful and well done."
BestBefore,EN,5,Eileen Ioann,2025-11-27 14:24:39,undoubtedly one of the best Apps ive ever installed! the speed it scans the barcodes is amazing!
BestBefore,EN,4,Andrew Causon,2025-11-13 11:57:51,"Love it, but to make it 5 star, just 2 things that would make it perfect - 1. Meal Planner where you can mark everything allocated to the meal as consumed and easily see where you have nothing planned; 2. optimize to reduce battery usage"
BestBefore,EN,5,"Aleksandar Petrović (Saša, Sale, Alex)",2025-09-28 10:46:30,"Just what I needed! 😃 The app has everything I was looking for. The ads are light and non-intrusive, but I kinda wished for some ""pro"" version, and found it in settings and not even expensive, and got it straight away. Now, I have only installed the app now, so this is just my first impression, but I am already happy."
BestBefore,EN,4,Biy Che,2025-05-08 07:26:01,I wish there was a way to attach barcodes to unknown items.
BestBefore,EN,3,Aldrex Angelo “Tobi” Padpad,2025-04-22 18:19:21,it's ok.
BestBefore,EN,5,JVR,2025-02-01 13:10:30,"I love this app, it's so useful, it has really helped me keep track of everything with an expiry date. Only vegetable peelings and bones end up in my food waste bin since I started using it! Would be great if there was an option to have a dark theme or a system colour scheme!"
BestBefore,EN,3,Angela Detter (Angela),2025-01-08 21:20:11,Wish I could download to csv and upload from csv. Didn't like that I am only able to have logged in to more than one device at a time
BestBefore,EN,5,Jalena Adams,2024-11-22 05:18:07,Pretty great
BestBefore,EN,4,Carnie Jung,2024-11-09 09:43:37,Excellent app but would be better if I could scan barcodes cause typing my entire pantry is not fun
BestBefore,EN,5,Daniel Gabrielsen,2024-07-23 21:36:58,"Thanks for the great app! Very well thought through with many useful functions. But there should be a seperate number of days one can set for items that are opened. So that when you open an item the expiration date change. Also, the notification days after opening you set doesn't carry over when you add a similar product (with the autocomplete when you type it in)"
BestBefore,EN,1,Shaun,2024-07-20 17:25:53,"When you enter the best before date, it frequently just changes it to a different date without telling you. Went through my entire cupboard putting everything in, only to find that by the end most of the dates were wrong. The date also then can't be corrected"
BestBefore,EN,5,Hamed Nakhli,2024-05-09 17:02:57,very useful
BestBefore,EN,5,Eddy Griin,2024-02-29 21:36:22,"Not bad, app remembers previously filled fields for products and next time does all work automatically, when same is bought. Will be useful to allow switch year in calendar, some items have best before date 2-3 years away. Edit: calendar is fixed, everything works nice, one small wish - if it's possible, manually fillable field in food category in addition to predetermined."
BestBefore,EN,5,Amber Miller,2024-02-25 21:46:03,"The only problem I've had is choosing the expiration date, opening date, and the date we bought it. For some reason it is off by a day or two once you select it and changing one date often affects others for some reason. I do wish it would save info in the comments. I write important info for the actual expiration date in there (as everyone knows the best-by date isn't the actual expiration date) and I'd like to have that info the next time I buy that item. Overall a very useful app."
BestBefore,EN,5,Phillip R Forrest,2024-01-21 10:54:05,Everything good app
BestBefore,EN,5,Alle F,2024-01-18 13:14:11,"It's a good app for keeping track of your food, prevents waste and also makes it easy to check what's available in the fridge without even having to look there. I still don't have all the staples registered because i've had it for barely a couple weeks, but i definitely enjoy using it, being extremely helpful with keeping track of items that go bad fast."
BestBefore,EN,5,martin vines,2024-01-15 19:22:58,Excellent. Keeps you updated with all of your food
BestBefore,EN,5,JorgeWolfKing,2023-12-11 19:41:00,I will be using this for my mini bar job at a hotel. I can now keep track of hundreds of items with that app letting me know which items will expire soon.
BestBefore,EN,5,azad ahmad elahi,2023-11-29 19:48:44,Great app for track down expiry items
BestBefore,EN,5,Jade Mathre,2023-11-07 16:46:19,More efficient work flows than the other apps I've tried
BestBefore,EN,4,Keith Oliver,2023-11-05 14:41:38,"This app has, apparently, just been updated. Although the presentation has improved and is welcome, I have found two very unwelcome ""bugs"" - the search mechanism is not working correctly and when entering an item, there appears to be no way to navigate to a specific preferred photo folder. I have reported these issues to the developer and they are awaiting resolution. I have tested the app post-resolution and all is now OK."
BestBefore,EN,1,Kalai Vanan,2023-11-05 08:51:49,I can't search specific product and purchase date is not displayed. Selective delete is not available
BestBefore,EN,5,Sofia Vladimirova,2023-11-05 00:08:25,So far so good
BestBefore,EN,4,Kyle McGown,2023-10-17 14:11:01,"The absolute best app I've found for tracking expiry dates. I love that I can build my own library of suggestions to speed up adding regulars. There are some odd design decisions and things I wish were better, but they don't massively subtract from the experience. The dev also quickly updated the app with a fix after Android 14 stopped it from opening, which is excellent."
BestBefore,EN,5,Nelson Gil,2023-09-14 13:37:32,Excellent!! Does what it says
BestBefore,EN,4,p lan,2023-08-24 09:13:12,Needs more ways to categorise items. Needs option to save externally ie. on SD card to save space.
BestBefore,EN,5,Mike Duke (Wobblie),2023-05-13 03:50:32,Great app to keep track
BestBefore,EN,1,Terri B,2023-03-24 06:38:06,Bad
BestBefore,EN,4,Said Younis,2023-03-14 23:45:14,"An excellent application, but it is better to add a barcode to the materials in addition to the image, as well as to have a sound reminder, and not only notification."
BestBefore,EN,5,Pat Tulloch,2023-02-01 01:59:36,I tried a few others. This app was so easy love it. Thanks
BestBefore,EN,4,Ben Foley,2023-01-22 05:30:38,Great app. I use it for food but also meds and fuel.
BestBefore,EN,1,Hal Roberts,2023-01-16 01:49:41,I wish it offered the option to scan barcodes. I would change to 5 stars and purchase no ads
BestBefore,EN,4,Samantha Brown,2022-12-22 22:57:20,It would be better if it tells you when your food expires
BestBefore,EN,5,Maureen Conner (KiwiGran),2022-12-13 04:04:53,"I've tried 19 of these apps and this is by far the best. It's easily customisable and is very simple to use. I'm using it to track exactly where, in my two freezers, I've stored my foods. The only improvement I could wish for is a minimum stock level that alutomatically adds the items to the shopping list as they are consumed."
BestBefore,EN,4,Tanner Z,2022-12-09 18:49:10,"Only feature I wish it had was a section to add ""use within __ days of opening"" to an item, so that once it's opened that new date basically replaces the best by date."
BestBefore,EN,4,Not Even Myself,2022-11-25 17:27:26,"Incredibly useful! I've now managed to avoid my food going off regularly. I was always forgetting about food in my fridge and It would go off so I couldn't eat it. With this app I can add reminders for when my food goes off and it really helps. One thing I would like to add is that it would be cool if you could have digital receipts so you know how much you've spent in one go. Edit: after using it a while I've realised that once you've saved your expiry date, you can't select when you open it."
BestBefore,EN,5,Silver,2022-11-25 09:55:00,"Seriously the best so far. I've tried every app and this is the only one that meets all of my needs with minimal (and removable at a very low price without any subscription) ads. It's extremely easy to use, customizable and simple. I love it and recommend it"
BestBefore,EN,5,Mayilvahanam,2022-10-16 19:20:27,"I got to a new country and had to track everything. The apps timely notifications are really helpful, thank you!. One small suggestion is to integrate it with voice assistant."
BestBefore,EN,4,ragnnark,2022-10-07 13:20:25,Dark mode will be very useful! Pls add it 🙏. For the rest this great!
BestBefore,EN,5,Vivian P,2022-08-31 17:00:30,Highly recommend it! I checked out so many similar apps and found this one. I am very happy about this app.
BestBefore,EN,5,Shelagh Manton,2022-07-09 23:09:12,Useful little app. Does what it advertised and is easy to use.
BestBefore,EN,4,Maxwell Silverhammer,2022-07-03 05:24:34,"Only been using it for a couple of weeks, but I like it enough to get the paid version. It does what I need it to. I am hoping the developer will improve the the scanning abilities of the app."
BestBefore,EN,4,steve v,2022-06-08 02:43:44,Great app. The only thing missing is ability to print out a list of the products in the freezer or refrigerator. Does anyone know how to do that?
BestBefore,EN,5,Sara N,2022-05-24 16:57:28,I tested a few similar apps today. This one meets my expectations way more than the other highly rated apps that I tried so far. I just love it. I just wish I could change the way the icons are shown in the home screen or maybe use smaller fonts.
BestBefore,EN,4,Jimmy Lee,2022-04-30 15:41:22,Easy to learn and use. Remind me to consume my food before expiry date. Also there is a shopping list function which is very helpful. Thanks very much.
BestBefore,EN,4,Cerina Knott,2022-03-31 10:58:45,"Great app and has taken over a previous one that I used which was quite basic. This one has more functions such as having a shopping list, showing items as opened and pre-filling information from previously entered items. It isn't completely a slick platform hence not the complete 5 stars. I wish it were a little less cluttered on the screen and it has a weird thing where the expiry date is displayed as one day less than you enter."
BestBefore,EN,5,J L,2022-03-13 09:42:35,"Simple app, but does the job perfectly."
BestBefore,EN,4,_ C64 CUSTOMS _,2022-03-13 08:40:47,Very nice app! Works exactly as expected and helps me to manage my day by day food stock as well as my emergency stock. One thing I'd like to see is a minimum/maximum stock level per item. This would help to organize the shopping list when you buy things as batches. And a way to access the online data via standard web browser would be the icing on the cake.
BestBefore,EN,5,Irene Primeaux,2022-02-24 23:48:57,"Best one I've found, and I've been looking for years."
BestBefore,EN,1,M. B.,2022-02-22 12:15:08,No bar code scanner defeats the use of the app
BestBefore,EN,4,Laura Martinez,2022-02-15 08:51:14,"No more pantry ghost food, I now have a complete list of absolutely all my hardly seen pantry/ fridge products that I would otherwise forget exists! the idea that I can be notified several days BEFORE my food expires is a great peace of mind! Gives me time to think up recipes to use it up. Also entering data into the app isn't that bad, take a CLEAR PHOTO of the barcode and most of the time the app will find the item! If it can't then manually enter it, wish I could pay to remove ads."
BestBefore,EN,3,yacine pro,2022-02-04 09:06:02,I like the app but you need to add barcode scanning until then I give it 3 stars
BestBefore,EN,5,Bugs Bunny,2022-01-23 23:58:33,Awesome app to keep track perishable foods and grocery shopping list.
BestBefore,EN,3,Iahel Cathartes Aura,2022-01-19 18:53:33,"Can't simply add a Product to Shopping List from Product page? So I must type out my shopping list every time, from memory or toggling back & forth to see what Products to type on list?? Only way to put a Product onto Shopping List is to ""Trash"" it?? I don't wait until I'm completely out of a food to get more at the store. I shop while I'm out, or before I'm at home hungry without something I need. This sadly doesn't work for me, & I wasted all that time carefully typing in Products. Uninstalled"
BestBefore,EN,1,Melissa,2021-11-07 04:35:37,Uninstaller. Barcode did not scan. It only took pics. I am not wasting time filling out product information. Went with another app instead.
BestBefore,EN,3,JESSE “JBKOOL” B,2021-09-03 06:04:27,"3 STARS ✨... I gave 3 stars for a reason, and that's bcuz you have to do so much texting and filling out info on this APP, you can spend a lot of time and only have 4 or 5 items on the list which can take an hour or two if you're not aware of the time ... I don't think I'll be using this APP for long⁉️"
BestBefore,EN,3,Sara Vandeberg,2021-08-11 07:33:05,I would have given it a 5-star if it were allowed me to put one of those things on my wall on my page on my phone but it doesn't allow that so that's why I give it a 3
BestBefore,EN,5,David Graham,2021-08-10 22:26:55,"For me it has brought a tool of organization I wanted, couldn't create on my own for my laptop but found in the Play Store. When it comes to expiration date management, this is the greatest tool. First time thru the pantry and cabinets and it created an echo with what I tossed as unusable. I love it."
BestBefore,EN,4,Toon CoolMan,2021-08-07 05:29:01,Why I cannot sync product image with other ?
BestBefore,EN,4,Kevin Finck,2021-08-04 23:45:06,"Best app of its kind so far. The bar code integration could be much better and dark mode is missing. Other than that, great app! :)"
BestBefore,EN,5,Nareshni Moodley,2021-07-15 14:59:26,So helpful and works well. Haven't had any issues yet.
BestBefore,EN,5,Dan Ortega,2021-07-14 19:16:47,Thank you. Perfect for home storage.
BestBefore,EN,4,sandra collins,2021-06-03 13:02:58,Great for inventory for preppers or cat shelters 🐱
BestBefore,EN,5,N Yana,2021-05-13 20:16:38,I use this to keep track of my pantry and it's easy to use and so effective to get a list of close to expiring products a a glance . If there was a barcode scanner that would be amazing! (Unless of course I'm blind and didn't see it. Then ignore my last sentence.)
BestBefore,EN,5,Dakota Leitow,2021-04-20 06:12:59,Super useful for keeping our pantry organized! Its awesome being able to share the list with family and have everything synchronized. Great app!
